"","family","T1","avg_dT2","avg_dT3","predicted.celltype","Colony_size","exp","distance"
"AC108479.1",0,0,0,0,0,0,0,0
"AC108516.2",0,0,0,0,0,0,0,0
"AC108667.2",0,0,0,0,0.007627,0,0,0
"AC108667.3",0,0,0,0,0,0,0,0
"AC108673.2",0,0,0,0,0,0,0,0
"AC109133.1",0,0,0,0,0,0,0,0
"AC109441.1",0,0,0,0,0,0,0,0
"AC109446.2",0,0,0,0,0,0,0,0
"AC109446.4",0,0,0,0,0,0,0,0
"AC109464.1",0,0,0,0,0,0,0,0
"AC109635.6",0,0,0,0,0,0,0,0
"AC109809.1",0,0,0,0,0,0,0,0
"AC109811.2",0,0,0,0,0,0,0,0
"AC109992.2",0,0,0,0,0,0,0.017636,0
"AC110609.1",0,0,0,0,0,0,0,0
"AC110615.1",0,0,0,0,0,0,0.003509,0
"AC110716.2",0,0,0,0,0,0,0,0
"AC110771.1",0,0,0,0,0,0,0,0
"AC110790.1",0,0,0,0,0,0,0,0
"AC110921.1",0,0,0,0,0,0,0,0
"AC110921.2",0,0,0,0,0,0,0,0
"AC112191.1",0,0,0,0,0,0,0,0.012802
"AC112229.1",0,0,0,0,0,0,0.003509,0
"AC112236.3",0,0,0,0,0,0,0,0
"AC112503.2",0,0,0,0,0,0,0,0
"AC112702.1",0,0,0,0,0,0,0,0
"AC112722.1",0,0,0,0,0,0,0,0
"AC112907.1",0,0,0,0,0,0,0,0
"AC113137.1",0,0,0,0,0,0,0,0
"AC113143.2",0,0,0,0,0,0,0,0
"AC113385.1",0,0,0,0,0,0,0,0
"AC113615.1",0,0,0,0,0,0,0,0
"AC114291.2",0,0,0,0,0,0,0,0
"AC114546.2",0,0,0,0,0,0,0,0
"AC114730.2",0,0,0,0,0,0,0.003509,0
"AC114744.1",0,0,0,0,0,0,0,0
"AC114755.1",0,0,0,0,0,0,0,0
"AC114776.1",0,0,0,0,0,0,0,0
"AC114811.2",0,0,0,0,0,0,0.004806,0
"AC114930.1",0,0,0,0,0,0,0,0
"AC114977.2",0,0,0,0,0,0,0,0
"AC115099.1",0,0,0,0,0,0,0,0
"AC115220.2",0,0,0,0,0,0,0,0
"AC116003.1",0,0,0,0,0,0,0,0
"AC116099.1",0,0,0,0,0,0,0,0
"AC116165.3",0,0,0,0,0,0,0,0
"AC116337.4",0,0,0,0,0,0,0,0
"AC116345.1",0,0.008138,0,0,0,0.004568,0.017636,0
"AC116351.1",0,0,0,0,0,0,0,0
"AC116353.2",0,0,0,0,0,0,0,0
"AC116353.6",0,0,0,0,0,0,0,0
"AC116359.1",0,0,0,0,0,0,0,0
"AC116362.1",0,0,0,0,0,0,0,0
"AC116366.3",0,0,0,0,0,0,0,0
"AC116428.1",0,0,0,0,0,0,0,0
"AC116565.1",0,0,0,0.006221,0,0,0.003509,0
"AC116651.1",0,0,0,0,0,0,0,0
"AC116667.2",0,0,0,0,0,0,0,0
"AC117383.1",0,0,0,0,0,0,0,0
"AC117383.2",0,0,0,0,0,0,0,0
"AC117394.1",0,0,0,0,0,0,0,0
"AC117394.2",0,0,0,0,0,0,0,0
"AC117422.1",0,0,0,0,0,0,0,0
"AC117453.1",0,0,0,0,0,0,0,0
"AC117522.2",0,0,0,0,0,0,0,0
"AC117834.2",0,0,0,0,0,0,0,0
"AC118344.2",0,0,0,0,0,0,0,0
"AC118344.3",0,0,0,0,0,0,0,0
"AC118469.2",0,0,0,0,0,0,0,0
"AC118553.1",0,0,0,0,0,0,0,0
"AC118755.1",0,0,0,0,0,0,0,0
"AC118755.2",0,0,0,0,0,0,0,0
"AC119751.3",0,0,0,0,0,0,0,0
"AC119800.1",0,0,0,0,0,0,0,0.00281
"AC120036.5",0,0,0,0,0,0,0,0
"AC121338.1",0,0,0,0,0,0,0,0
"AC121338.2",0,0,0,0,0,0,0,0
"AC121757.1",0,0,0,0,0,0,0,0
"AC121758.2",0,0,0,0,0,0,0,0
"AC121761.2",0,0,0,0,0,0,0,0
"AC122719.1",0,0,0,0,0,0,0,0
"AC123567.2",0,0,0,0,0,0,0.003509,0
"AC123912.2",0,0,0,0,0,0,0,0
"AC123912.3",0,0,0,0,0,0,0,0
"AC124276.1",0,0,0,0,0,0,0,0
"AC124290.1",0,0,0,0,0,0,0,0
"AC124303.2",0,0,0,0,0,0,0,0
"AC124312.4",0,0,0,0,0,0,0,0
"AC124893.1",0,0,0,0,0,0,0,0
"AC124916.2",0,0,0,0,0.00181,0,0.003509,0
"AC125494.2",0,0,0,0,0,0,0.003509,0
"AC125494.3",0,0,0,0,0,0,0,0
"AC125616.1",0,0,0,0,0,0,0,0
"AC125618.2",0,0,0,0,0,0,0,0
"AC126182.3",0,0,0,0,0,0,0,0
"AC126323.2",0,0,0,0,0,0,0,0
"AC126323.6",0,0,0,0,0,0,0,0
"AC126365.1",0,0,0,0,0,0,0.003509,0
"AC126544.2",0,0,0,0,0,0,0,0
"AC126768.2",0,0,0,0,0,0,0,0
"AC126773.3",0,0,0,0,0,0,0,0
"AC126773.4",0,0,0,0,0,0,0,0
"AC127496.4",0,0,0,0,0,0,0,0
"AC127502.3",0,0,0,0,0,0,0,0
"AC127520.1",0,0,0,0,0,0,0,0
"AC127526.4",0,0,0,0,0,0,0,0
"AC127540.1",0,0,0,0,0,0,0,0
"AC127894.1",0,0,0,0,0,0,0,0
"AC128685.1",0,0,0,0,0,0,0,0
"AC128687.1",0,0,0,0,0,0,0,0
"AC128709.2",0,0,0,0,0,0,0,0
"AC129492.1",0,0,0,0,0,0,0,0
"AC129492.5",0,0,0,0,0,0,0,0
"AC129803.1",0,0,0,0,0,0.02324,0.009578,0
"AC129908.1",0,0,0,0,0,0,0,0
"AC129926.1",0,0,0,0,0,0,0,0
"AC129929.1",0,0,0,0,0,0,0,0
"AC130343.2",0,0,0,0,0,0,0,0
"AC130454.1",0,0,0,0,0,0,0,0
"AC130462.1",0,0,0,0,0,0,0,0
"AC130686.1",0,0,0,0,0,0,0,0
"AC130709.1",0,0,0,0,0,0,0,0.00281
"AC130814.1",0,0,0,0,0,0,0,0
"AC131159.1",0,0,0,0,0,0,0.000164,0
"AC131263.2",0,0,0,0,0,0,0,0
"AC131934.1",0,0,0,0,0,0,0.003509,0
"AC131944.1",0,0,0,0,0,0,0,0
"AC131953.3",0,0,0,0,0,0,0,0
"AC131956.2",0,0,0,0,0,0,0,0
"AC133485.7",0,0,0,0,0,0,0,0
"AC133539.1",0,0,0,0,0,0,0,0
"AC133555.1",0,0,0,0,0,0,0,0
"AC133561.1",0,0,0,0,0,0,0,0
"AC133919.1",0,0,0,0,0,0,0,0
"AC133919.2",0,0,0,0,0,0,0.018602,0
"AC133919.3",0,0,0,0,0,0,0,0
"AC133961.1",0,0,0,0,0,0,0,0
"AC134043.3",0,0,0,0,0,0,0,0
"AC134312.4",0,0,0,0,0,0,0,0
"AC134669.1",0,0,0,0,0,0,0,0
"AC134682.1",0,0,0,0,0,0,0,0
"AC135012.3",0,0,0,0,0,0,0,0
"AC135050.2",0,0,0,0,0,0,0,0
"AC135178.1",0,0,0,0,0,0,0,0
"AC135626.2",0,0,0,0,0,0,0,0
"AC135893.1",0,0,0,0,0,0,0,0
"AC135895.1",0,0,0,0,0,0,0,0
"AC135983.4",0,0,0,0,0,0,0,0
"AC135983.5",0,0,0,0,0,0,0,0
"AC135983.6",0,0,0,0,0,0,0,0
"AC136443.3",0,0,0,0,0,0,0,0
"AC136489.1",0,0,0,0,0,0,0,0
"AC136611.1",0,0,0,0,0,0,0,0
"AC136628.4",0,0,0,0,0,0,0,0
"AC136944.1",0,0,0,0,0,0,0,0
"AC137561.1",0,0,0,0,0,0,0,0
"AC137579.2",0,0,0,0,0,0,0,0
"AC137590.2",0,0,0,0,0,0,0,0
"AC137695.2",0,0,0,0,0,0,0,0
"AC138028.5",0,0,0,0,0,0,0,0
"AC138207.1",0,0,0,0,0,0,0,0
"AC138207.3",0,0,0,0,0,0,0,0
"AC138207.5",0,0,0,0,0,0,0,0
"AC138356.3",0,0,0,0,0,0,0,0
"AC138466.1",0,0,0,0,0,0,0,0
"AC138473.1",0,0,0,0,0,0,0,0
"AC138649.2",0,0,0,0,0,0,0,0
"AC138761.1",0,0,0,0,0.008754,0,0.012815,0
"AC138781.1",0,0,0,0,0,0,0,0
"AC138811.1",0,0,0,0,0,0,0,0
"AC138904.3",0,0,0,0,0,0,0,0
"AC138969.4",0,0,0,0,0,0,0,0
"AC138969.5",0,0,0,0,0,0,0,0
"AC138982.1",0,0,0,0,0,0,0,0
"AC139099.1",0,0,0,0,0,0,0,0
"AC139491.7",0,0,0,0,0,0,0,0
"AC139720.1",0,0,0,0,0,0,0,0
"AC139720.2",0,0,0,0,0,0,0,0
"AC139783.2",0,0,0,0,0.007627,0,0,0
"AC140121.1",0,0,0,0,0,0,0.003509,0
"AC140479.6",0,0,0,0,0,0,0,0
"AC140481.3",0,0,0,0,0,0,0,0
"AC140847.1",0,0,0,0,0,0,0,0
"AC140912.1",0,0,0,0,0,0,0,0
"AC142086.6",0,0,0,0,0,0,0,0
"AC142381.2",0,0,0,0,0,0,0,0
"AC142381.3",0,0,0,0,0,0,0.003509,0
"AC144450.1",0,0,0,0,0,0,0,0
"AC144573.1",0,0,0,0,0,0,0,0
"AC144836.1",0,0,0,0,0,0,0,0
"AC145207.7",0,0,0,0,0,0,0,0
"AC145343.1",0,0,0,0,0,0,0,0
"AC145423.3",0,0,0,0,0,0,0,0
"AC145676.1",0,0,0,0,0,0,0,0
"AC146944.3",0,0,0,0,0,0,0,0
"AC147067.2",0,0,0,0,0,0,0,0
"AC188617.1",0,0,0,0,0.00181,0,0.003509,0
"AC211424.1",0,0,0,0,0,0,0,0
"AC211429.1",0,0,0,0,0,0,0.003509,0
"AC211476.5",0,0,0,0,0,0,0,0
"AC211485.1",0,0,0,0,0,0,0.003509,0
"AC226119.2",0,0,0,0,0,0,0,0
"AC231657.1",0,0,0,0,0,0,0,0
"AC231657.3",0,0,0,0,0,0,0,0
"AC233300.1",0,0,0,0.004933,0,0,0,0
"AC233976.2",0,0,0,0,0,0,0,0
"AC233992.2",0,0,0,0,0,0,0,0
"AC234031.1",0,0,0.003038,0,0,0,0.008098,0.023836
"AC234063.2",0,0,0,0,0,0,0,0
"AC234644.2",0,0,0,0,0,0,0,0
"AC234772.1",0,0,0,0,0,0,0,0
"AC236668.2",0,0,0,0,0,0,0,0
"AC239802.2",0,0,0,0,0,0,0,0
"AC239859.5",0,0,0,0,0,0,0,0
"AC240565.4",0,0,0,0,0,0,0.009097,0
"AC241585.3",0,0,0,0,0,0,0,0
"AC242988.2",0,0,0,0,0,0,0,0
"AC243547.3",0,0,0,0,0,0,0,0
"AC243654.3",0,0,0,0,0.002928,0,0.003509,0
"AC243965.2",0,0,0,0,0,0,0,0
"AC243972.2",0,0,0,0,0,0,0,0
"AC243994.1",0,0,0,0,0,0,0,0
"AC244023.1",0,0,0,0,0,0,0,0
"AC244035.3",0,0,0,0,0,0,0,0
"AC244250.4",0,0,0,0,0,0,0,0
"AC244453.3",0,0,0,0,0,0,0,0
"AC245014.1",0,0,0,0,0,0,0,0
"AC245100.5",0,0,0,0,0,0,0,0
"AC245100.7",0,0,0,0,0,0,0,0
"AC245123.1",0,0,0,0,0,0,0,0
"AC245140.1",0,0,0,0,0,0,0,0
"AC245297.2",0,0,0,0,0,0,0,0
"AC245595.1",0,0,0,0,0,0,0,0
"ACAN",0,0,0,0,0,0,0,0
"ACBD3-AS1",0,0,0,0,0,0,0,0
"ACOT12",0,0,0,0,0,0,0,0
"ACOXL-AS1",0,0,0,0,0,0,0,0
"ACP5",0,0,0,0,0,0,0,0
"ACR",0,0,0,0,0,0,0,0
"ACSM5P1",0,0,0,0,0,0,0,0
"ACTBP13",0,0,0,0,0,0.019359,0.012815,0
"ACTG1P21",0,0,0,0,0,0,0,0
"ACTG1P22",0,0,0,0,0,0,0,0
"ACTR3BP4",0,0,0,0,0,0,0,0
"ACTR3P2",0,0,0,0,0,0,0,0
"ACVR1C",0,0,0,0,0,0,0,0
"ACVRL1",0,0,0,0,0,0,0,0
"ADAM29",0,0,0,0,0,0,0,0
"ADAM33",0,0,0,0,0,0,0,0.00281
"ADAMTS16",0,0,0,0,0,0,0,0
"ADAMTS18",0,0,0,0,0,0,0,0
"ADAMTS19-AS1",0,0,0,0,0,0,0,0
"ADAMTS2",0,0,0,0,0,0,0,0
"ADAMTS7P4",0,0,0,0,0,0,0,0
"ADAP2",0,0,0,0,0,0,0.009097,0
"ADCY2",0,0,0,0,0,0,0,0
"ADCYAP1R1",0,0,0,0,0,0,0,0
"ADD3-AS1",0,0,0,0,0,0,0,0
"ADGRB2",0,0,0,0,0,0,0,0
"ADGRE3",0,0,0,0,0,0,0,0
"ADGRE4P",0,0,0,0,0,0,0,0
"ADGRF2",0,0,0,0,0,0,0,0
"ADH4",0,0,0,0,0,0,0.003509,0
"ADORA2BP1",0,0,0,0,0,0,0,0
"ADRA2A",0,0,0,0,0,0,0,0
"ADRA2C",0,0,0,0,0,0,0,0
"AF001548.2",0,0,0,0,0,0,0,0
"AF121898.1",0,0,0,0,0,0,0,0
"AF186192.4",0,0,0,0,0,0,0.012815,0
"AF196969.1",0,0,0,0,0,0,0,0
"AF222684.1",0,0,0,0,0,0,0.003509,0
"AF241728.2",0,0,0,0,0,0,0.008098,0
"AF246928.1",0,0,0,0,0,0,0,0
"AF279873.3",0,0,0,0,0,0,0,0
"AFAP1",0,0,0,0,0,0,0,0
"AFDN-DT",0,0,0,0,0,0,0.003509,0
"AGGF1P3",0,0,0,0,0,0,0,0
"AGKP1",0,0,0,0,0,0,0,0
"AGXT",0,0,0,0,0,0,0.003509,0
"AIRE",0,0,0,0,0.007627,0,0,0
"AIRN",0,0,0,0,0,0,0,0
"AJ006995.1",0,0,0,0,0,0,0,0
"AJ011931.1",0,0,0,0,0,0,0,0
"AJ239328.1",0,0,0,0,0.003634,0,0,0
"AJAP1",0,0,0,0,0,0,0,0
"AK3P4",0,0,0,0,0,0,0,0
"AKAP12",0,0,0.037611,0,0,0.009591,0.018856,0
"AKR1B1P3",0,0,0,0,0,0,0,0
"AL008638.3",0,0,0,0,0,0,0,0
"AL008638.5",0,0,0,0,0,0,0,0
"AL008718.3",0,0,0,0,0,0,0,0
"AL008720.1",0,0,0,0,0,0,0,0
"AL008721.1",0,0,0,0,0,0,0,0
"AL008725.1",0,0,0,0,0,0,0,0
"AL008726.2",0,0,0,0,0,0,0,0
"AL008733.1",0,0,0,0,0,0,0,0
"AL009028.1",0,0,0,0,0,0,0,0
"AL009175.1",0,0,0,0,0,0,0,0
"AL009177.1",0,0,0,0,0,0,0,0
"AL009181.2",0,0,0,0,0,0,0,0
"AL009183.1",0,0,0,0,0,0,0,0
"AL020997.5",0,0,0,0,0,0,0,0
"AL021368.1",0,0,0,0,0,0,0,0
"AL021368.5",0,0,0,0,0,0,0.003509,0
"AL021392.1",0,0,0,0,0,0,0,0
"AL021407.3",0,0,0,0,0,0,0,0
"AL021707.5",0,0,0,0,0,0,0,0
"AL021807.1",0,0,0,0,0,0,0,0
"AL021808.1",0,0,0,0,0,0,0,0
"AL021918.3",0,0,0,0,0,0,0,0
"AL021920.3",0,0,0,0,0,0,0,0
"AL022067.1",0,0,0,0,0,0,0,0
"AL022310.1",0,0,0,0,0,0,0,0
"AL022315.2",0,0.001317,0,0,0.016777,0,0.017636,0
"AL022316.1",0,0,0,0,0,0,0,0
"AL022323.1",0,0,0,0,0,0,0,0
"AL022324.3",0,0,0,0,0,0,0,0
"AL022334.1",0,0,0,0,0,0,0,0
"AL022342.1",0,0,0,0,0,0,0,0
"AL022344.1",0,0,0,0,0,0,0,0
"AL023284.2",0,0,0,0,0,0,0,0
"AL023581.1",0,0,0,0,0,0,0,0
"AL023581.2",0,0,0,0,0,0,0,0
"AL023653.2",0,0,0.011857,0,0,0,0.009578,0
"AL023775.2",0,0,0,0,0,0,0,0
"AL023806.5",0,0,0,0,0,0,0,0
"AL024509.1",0,0,0,0,0,0,0,0
"AL024509.3",0,0,0,0,0,0,0,0
"AL031005.1",0,0,0,0,0,0,0,0
"AL031118.1",0,0,0,0,0,0,0.000164,0
"AL031121.2",0,0,0,0,0,0,0,0
"AL031123.3",0,0,0,0,0,0,0,0
"AL031259.1",0,0,0,0,0,0,0,0
"AL031291.1",0,0,0,0,0,0,0,0
"AL031293.1",0,0,0,0,0,0,0,0
"AL031313.1",0,0,0,0,0,0,0,0
"AL031315.1",0,0,0,0,0,0,0,0
"AL031432.2",0,0.011654,0,0,0,0,0.004806,0
"AL031577.1",0,0,0,0,0,0,0.003509,0
"AL031590.1",0,0,0,0,0,0,0,0
"AL031651.1",0,0,0,0,0,0,0,0
"AL031658.1",0,0,0,0,0,0,0,0
"AL031848.1",0,0,0,0,0,0,0,0
"AL031864.1",0,0,0,0,0,0,0,0
"AL033384.2",0,0,0,0,0,0,0,0
"AL033528.2",0,0,0,0,0,0,0,0
"AL033539.2",0,0,0,0,0,0,0.004806,0
"AL034347.1",0,0,0,0,0,0,0,0
"AL034380.2",0,0,0,0,0,0,0,0
"AL034422.1",0,0,0,0,0,0,0,0
"AL034427.1",0,0,0,0,0,0,0,0
"AL035250.1",0,0,0,0,0,0,0,0
"AL035409.1",0,0,0,0,0,0,0,0
"AL035409.2",0,0,0,0,0,0,0,0
"AL035416.1",0,0,0,0,0,0,0,0
"AL035420.2",0,0,0,0,0,0,0,0
"AL035450.1",0,0,0,0,0,0,0,0
"AL035461.1",0,0,0,0,0,0,0,0
"AL035555.2",0,0,0,0,0,0,0,0
"AL035587.3",0,0,0,0,0,0,0,0
"AL035653.1",0,0,0,0,0,0,0,0
"AL035658.1",0,0,0,0,0,0,0,0
"AL035706.1",0,0,0,0,0,0,0,0
"AL049636.1",0,0,0,0,0,0,0,0
"AL049651.1",0,0,0,0,0,0,0,0
"AL049733.1",0,0,0,0,0,0,0,0
"AL049747.1",0,0,0,0,0,0,0,0
"AL049757.2",0,0,0,0,0,0,0.001932,0
"AL049758.1",0,0,0,0,0,0,0,0
"AL049780.1",0,0,0,0,0,0,0,0
"AL049795.1",0,0,0,0,0,0,0,0
"AL049812.3",0,0,0,0,0,0,0,0
"AL049844.1",0,0,0,0,0,0,0,0
"AL049870.3",0,0,0,0,0,0,0,0
"AL050318.1",0,0,0,0,0,0,0,0
"AL050343.3",0,0,0,0,0,0,0.000164,0
"AL050403.2",0,0,0,0,0,0,0,0
"AL050404.1",0,0,0,0,0,0,0,0
"AL078581.1",0,0,0,0,0,0,0,0
"AL078590.2",0,0,0,0,0,0,0,0
"AL078599.2",0,0,0,0,0,0,0,0
"AL078604.4",0,0,0,0,0,0,0,0
"AL078645.1",0,0,0,0,0,0,0,0
"AL079304.1",0,0,0,0,0,0,0,0
"AL079352.1",0,0,0,0,0,0,0,0
"AL096700.1",0,0,0,0,0,0,0,0
"AL096711.1",0,0,0,0,0,0,0,0
"AL096855.1",0,0,0,0,0,0,0.003509,0
"AL096855.2",0,0,0,0,0,0,0,0
"AL096861.1",0,0,0,0,0,0,0,0
"AL109653.3",0,0,0,0,0,0,0,0
"AL109741.1",0,0,0,0,0,0,0,0
"AL109806.2",0,0,0,0,0,0,0,0
"AL109809.1",0,0,0,0,0,0,0,0
"AL109828.1",0,0,0,0,0,0,0,0
"AL109837.3",0,0,0,0,0,0,0.000164,0
"AL109839.1",0,0,0,0,0,0,0,0
"AL109921.1",0,0,0,0,0,0,0,0
"AL109935.1",0,0,0,0,0,0,0,0
"AL109946.1",0,0,0,0,0,0,0,0
"AL109947.1",0,0,0,0,0,0,0,0
"AL109984.1",0,0,0.005815,0,0,0,0.003509,0
"AL117190.1",0,0,0,0,0,0,0,0
"AL117334.1",0,0,0,0,0,0,0,0
"AL117341.1",0,0,0,0,0.007627,0,0,0
"AL117342.1",0,0,0,0,0,0,0,0
"AL118496.1",0,0,0,0,0,0,0,0
"AL118523.1",0,0,0,0,0,0,0,0
"AL118556.1",0,0.001317,0.011758,0.002319,0,0.029129,0.012815,0
"AL121672.1",0,0,0,0,0,0,0.008098,0
"AL121715.1",0,0,0,0,0,0,0,0
"AL121747.1",0,0,0,0,0,0,0,0
"AL121757.2",0,0,0,0,0,0,0,0
"AL121758.1",0,0,0,0,0,0,0,0
"AL121759.1",0,0,0,0,0,0,0,0
"AL121772.1",0,0,0,0,0,0,0.003509,0
"AL121790.1",0,0,0,0,0,0,0,0
"AL121827.2",0,0,0,0,0,0,0,0
"AL121845.4",0,0,0,0,0,0,0,0
"AL121877.1",0,0,0,0,0,0,0,0
"AL121894.2",0,0,0,0,0,0,0,0
"AL121924.2",0,0,0,0,0,0,0,0
"AL121935.2",0,0,0,0,0,0,0,0
"AL121938.1",0,0,0,0,0,0,0,0
"AL121949.1",0,0,0,0,0,0,0.003509,0
"AL121949.2",0,0,0,0,0,0,0,0
"AL121956.6",0,0,0,0,0,0,0,0
"AL121972.1",0,0,0,0,0.007627,0,0,0
"AL121978.1",0,0.001317,0,0,0,0,0.012815,0
"AL121990.1",0,0,0,0,0,0,0,0
"AL122008.3",0,0,0,0,0,0,0,0
"AL122013.1",0,0,0,0,0,0,0,0
"AL122035.1",0,0,0,0,0,0.003534,0,0
"AL122035.2",0,0,0,0,0,0,0,0
"AL132657.1",0,0,0,0,0.001383,0,0.008098,0
"AL132709.2",0,0,0,0,0,0,0,0
"AL132711.1",0,0,0,0,0,0,0,0
"AL132775.1",0,0,0,0,0,0,0,0
"AL132799.1",0,0,0,0,0,0,0,0
"AL132857.2",0,0,0,0,0,0,0,0
"AL132996.1",0,0,0,0,0,0,0,0
"AL133153.1",0,0,0,0,0,0,0,0.00281
"AL133163.3",0,0,0,0,0,0,0,0
"AL133238.1",0,0,0,0,0,0,0,0
"AL133243.1",0,0,0,0,0,0,0,0
"AL133259.1",0,0,0,0,0,0,0,0
"AL133320.2",0,0,0,0,0,0,0,0
"AL133325.3",0,0,0,0,0,0,0,0
"AL133355.1",0,0,0,0,0,0,0,0
"AL133372.2",0,0,0,0,0,0,0,0.00281
"AL133373.2",0,0,0,0,0,0,0,0
"AL133383.4",0,0,0,0,0,0,0,0
"AL133384.2",0,0,0,0,0,0,0,0
"AL133485.3",0,0,0,0,0,0,0,0
"AL133493.1",0,0,0,0,0,0,0,0
"AL133500.1",0,0,0,0,0,0,0,0
"AL133548.1",0,0,0,0,0,0,0,0
"AL135787.1",0,0,0,0,0,0,0,0
"AL135791.1",0,0,0,0,0,0,0.000164,0
"AL135878.1",0,0,0,0,0,0,0,0
"AL135905.1",0,0,0,0,0,0,0,0
"AL135998.2",0,0,0,0,0,0,0,0
"AL136038.1",0,0,0,0,0,0,0,0
"AL136038.3",0,0,0.007578,0,0,0,0,0
"AL136040.2",0,0,0,0,0,0,0,0
"AL136090.1",0,0,0,0,0,0,0,0
"AL136169.1",0,0,0,0,0,0,0,0
"AL136298.2",0,0,0,0,0,0,0,0
"AL136307.1",0,0,0,0,0,0,0,0
"AL136309.3",0,0,0,0,0,0,0,0
"AL136313.1",0,0,0,0,0,0,0,0
"AL136360.2",0,0,0,0,0,0,0,0
"AL136361.1",0,0,0,0,0,0,0,0
"AL136439.1",0,0,0,0,0,0,0,0
"AL136441.1",0,0,0,0,0,0,0,0
"AL136531.3",0,0,0,0,0,0,0,0
"AL136962.1",0,0,0,0,0,0,0,0
"AL136979.1",0,0,0,0,0,0,0,0
"AL137000.1",0,0,0,0,0.00181,0,0.003509,0.009221
"AL137009.1",0,0,0,0,0,0,0,0
"AL137018.1",0,0,0,0,0,0,0,0
"AL137028.2",0,0,0,0,0,0,0,0
"AL137058.1",0,0,0,0,0,0,0,0
"AL137139.1",0,0,0,0,0,0,0,0
"AL137246.2",0,0,0,0,0,0,0,0
"AL137782.1",0,0,0,0,0,0,0.000164,0.006981
"AL137789.1",0,0,0,0,0,0,0,0
"AL137796.1",0,0,0,0,0,0,0,0
"AL137798.2",0,0,0,0,0,0,0,0
"AL137857.1",0,0,0,0,0,0,0,0
"AL138681.1",0,0,0,0,0.007627,0,0,0
"AL138690.2",0,0,0,0,0,0,0,0
"AL138731.1",0,0,0,0,0,0,0,0
"AL138733.1",0,0,0,0,0,0,0,0
"AL138776.1",0,0,0,0,0,0,0,0
"AL138787.1",0,0,0,0,0,0,0,0
"AL138787.2",0,0,0,0,0,0,0,0
"AL138828.1",0,0,0,0,0,0,0,0
"AL138831.2",0,0,0,0,0,0,0.008098,0
"AL138847.2",0,0,0,0,0,0,0,0
"AL138899.2",0,0,0,0,0,0,0,0
"AL138900.2",0,0,0,0,0,0,0,0
"AL138916.1",0,0,0,0,0,0,0,0
"AL138930.1",0,0,0,0,0,0,0,0
"AL138960.1",0,0,0,0,0,0,0,0
"AL138962.1",0,0,0,0,0,0,0,0
"AL138995.1",0,0,0,0,0,0,0.003509,0
"AL138999.1",0,0,0,0,0,0,0,0
"AL139020.1",0,0,0,0,0,0,0,0
"AL139039.2",0,0,0,0,0,0,0,0
"AL139039.3",0,0,0,0,0,0,0,0
"AL139082.1",0,0,0,0,0,0,0,0
"AL139094.1",0,0,0,0,0,0,0,0
"AL139099.1",0,0,0,0,0,0,0,0
"AL139099.3",0,0,0,0,0,0,0.003509,0
"AL139156.1",0,0,0,0,0,0,0,0
"AL139156.3",0,0,0,0,0,0,0,0
"AL139158.1",0,0,0,0,0,0,0,0
"AL139339.2",0,0,0,0,0,0,0,0
"AL139383.1",0,0,0,0,0,0,0,0
"AL139385.1",0,0,0,0,0,0,0,0
"AL139390.1",0,0,0,0,0,0,0,0
"AL139393.1",0,0,0,0,0,0,0,0
"AL157369.1",0,0,0.007578,0,0,0,0,0
"AL157385.1",0,0,0,0,0,0,0,0
"AL157392.4",0,0,0,0,0,0,0,0
"AL157396.1",0,0,0,0,0,0,0,0
"AL157400.4",0,0,0,0,0,0,0,0
"AL157414.1",0,0,0,0,0,0,0,0
"AL157762.1",0,0,0,0,0,0,0.008098,0
"AL157769.1",0,0,0,0,0,0,0,0
"AL157778.1",0,0,0,0,0,0,0,0
"AL157791.2",0,0,0,0,0,0,0.004806,0
"AL157831.3",0,0,0,0,0,0,0,0
"AL157834.1",0,0,0,0,0,0,0.000164,0
"AL157834.3",0,0,0,0,0,0,0,0
"AL157884.3",0,0,0,0,0,0,0,0
"AL157911.1",0,0,0,0,0,0,0,0
"AL157931.2",0,0,0,0,0,0,0,0
"AL158048.1",0,0,0,0,0,0,0,0
"AL158064.1",0,0,0,0,0,0,0,0
"AL158070.2",0,0,0,0,0,0,0,0.00281
"AL158156.1",0,0,0,0,0,0,0.004401,0
"AL158800.1",0,0,0,0,0,0,0,0
"AL158801.2",0,0,0,0,0,0,0,0
"AL158824.1",0,0,0,0,0,0,0,0
"AL158827.1",0,0,0,0,0,0,0,0
"AL158835.2",0,0,0,0,0,0,0.012815,0
"AL159166.1",0,0,0,0,0,0,0,0
"AL159972.1",0,0,0,0,0,0,0,0
"AL160000.1",0,0,0,0,0,0,0,0
"AL160286.2",0,0,0,0,0,0,0,0
"AL160291.1",0,0,0,0,0,0,0,0
"AL160313.2",0,0,0,0,0,0,0,0
"AL160394.2",0,0,0,0,0,0,0,0
"AL161640.4",0,0,0,0,0,0,0,0
"AL161663.2",0,0,0,0,0,0,0,0
"AL161669.3",0,0,0,0,0,0,0,0
"AL161714.1",0,0,0,0,0,0,0,0
"AL161753.1",0,0,0,0,0,0,0,0
"AL161757.2",0,0,0.017467,0,0,0.005151,0.008098,0
"AL161785.1",0,0,0,0,0,0,0,0
"AL161785.2",0,0,0,0,0,0,0,0
"AL161931.1",0,0,0,0,0,0,0,0
"AL162231.2",0,0,0,0,0,0,0.041206,0
"AL162253.1",0,0,0,0,0,0,0,0
"AL162258.1",0,0,0,0,0,0,0,0
