"","family","T1","avg_dT2","avg_dT3","predicted.celltype","Colony_size","exp","distance"
"ASRGL1",0,0,0,0,0.00355,0,0,0
"ASS1",0,0,0,0,0,0,0,0
"ASS1P1",0,0,0,0,0,0,0,0
"ASS1P11",0,0,0,0,0,0,0,0
"ASS1P2",0,0,0,0,0,0,0,0
"ASS1P4",0,0,0,0,0,0,0,0
"ASS1P5",0,0,0,0,0,0,0,0
"ASS1P9",0,0,0,0,0,0,0,0
"ASTE1",0,0,0,0,0,0,0,0
"ASTN2",0,0,0,0,0,0,0,0
"ASTN2-AS1",0,0,0,0,0,0,0,0
"ASXL1",0,0,0,0,0,0,0,0
"ASXL2",0,0,0,0,0,0,0,0
"ATAD1",0,0,0,0,0.003544,0,0,0
"ATAD2",0,0,0,0,0.001349,0,0.003106,0
"ATAD2B",0,0,0,0,0,0,0.003307,0
"ATAD3A",0.050084,0,0,0,0,0,0.027449,0
"ATAD3B",0,0,0,0,0,0,0,0
"ATAD3C",0,0,0,0,0,0,0,0
"ATAD5",0.055255,0,0,0,0.017173,0,0.046988,0
"ATAT1",0,0,0,0,0,0,0,0
"ATCAY",0,0,0,0,0,0.002365,0,0
"ATE1",0,0,0,0,0,0,0,0
"ATE1-AS1",0,0,0,0,0,0,0,0
"ATF1",0,0,0,0,0,0,0,0
"ATF2",0,0,0,0,0.006383,0,0,0
"ATF3",0,0,0,0,0,0,0.006606,0
"ATF4",0.009572,0,0,0,0,0,0,0.018842
"ATF4P2",0,0,0,0.023172,0,0,0,0
"ATF4P3",0,0,0,0,0,0,0,0
"ATF4P4",0,0,0,0,0,0,0.009897,0.008285
"ATF5",0,0,0,0,0,0,0,0
"ATF6",0.026032,0,0,0,0,0,0,0
"ATF6B",0.011656,0,0,0,0,0,0,0
"ATF7",0,0,0,0,0,0,0,0
"ATF7-NPFF",0,0,0,0,0,0,0,0
"ATF7IP",0.009177,0,0,0,0,0,0,0
"ATF7IP2",0,0,0,0,0,0,0,0
"ATG10",0,0,0,0,0,0,0,0
"ATG10-IT1",0,0,0,0,0,0.003856,0,0
"ATG101",0,0,0,0,0,0,0,0
"ATG12",0,0,0,0,0,0,0,0
"ATG12P2",0,0,0,0,0.002324,0,0,0
"ATG13",0,0,0,0,0,0,0,0
"ATG14",0,0,0.005607,0,0,0,0,0
"ATG16L1",0,0,0.006967,0,0,0,0,0
"ATG16L2",0.007637,0,0,0,0.028454,0,0,0
"ATG2A",0,0,0,0,0,0,0,0
"ATG2B",0,0,0,0,9e-05,0,0,0
"ATG3",0.005512,0,0,0,0,0,0,0.082824
"ATG4A",0,0,0,0,0,0,0,0
"ATG4B",0,0,0,0,0,0,0,0.010921
"ATG4C",0,0,0,0,0,0,0,0
"ATG4D",0,0,0,0,0,0,0,0
"ATG5",0,0,0,0,0,0,0,0
"ATG7",0.024886,0,0,0,0.025793,0,0,0
"ATG9A",0.03575,0,0,0,0.048999,0,0,0
"ATG9B",0,0,0,0,0,0,0,0
"ATIC",0.048014,0,0,0,0,0,0,0.017303
"ATL1",0,0,0,0,0,0,0,0
"ATL2",0,0,0,0,0,0,0,0
"ATL3",0,0,0,0,0.001641,0,0,0
"ATM",0,0,0.016514,0,0.033475,0,0.024602,0
"ATMIN",0,0,0,0,0,0,0,0
"ATN1",0,0,0,0,0.044331,0,0,0
"ATOX1",0.136958,0,0,0.03032,0.045566,0,0.111674,0.060933
"ATP10A",0.008946,0,0.027173,0,0,0,0.004481,0
"ATP10B",0,0,0,0,0,0,0,0
"ATP10D",0,0,0,0,0,0,0,0
"ATP11A",0.05011,0,0,0,0.034577,0,0,0
"ATP11A-AS1",0,0,0,0,0.005672,0,0,0
"ATP11B",0,0,0,0,0,0,0,0
"ATP11C",0,0,0,0,0,0,0,0
"ATP12A",0,0,0,0,0,0,0,0
"ATP13A1",0.026803,0,0,0,0,0,0,0.029616
"ATP13A2",0,0,0,0,0,0,0,0
"ATP13A3",0,0,0,0,0.017971,0,0,0
"ATP13A4",0,0,0,0,0,0,0,0
"ATP13A5",0,0,0,0,0,0,0,0
"ATP1A1",0,0,0,0,0,0,0,0.002345
"ATP1A1-AS1",0,0,0,0,0,0,0,0
"ATP1A3",0,0,0,0,0,0,0,0
"ATP1A4",0,0,0,0,0,0,0,0
"ATP1B1",0,0,0,0,0,0,0,0
"ATP1B2",0,0,0,0,0,0,0,0
"ATP1B3",0,0,0,0,0,0,0,0.018414
"ATP1B3-AS1",0,0,0,0,0,0,0,0
"ATP1B3P1",0,0,0,0,0,0,0,0
"ATP23",0,0,0,0,0,0,0,0
"ATP2A1",0,0,0,0,0,0,0,0
"ATP2A1-AS1",0,0,0,0,0.000331,0,0,0
"ATP2A2",0,0,0,0,0,0,0,0
"ATP2A3",0,0,0,0,0.03927,0,0,0
"ATP2B1",0.043987,0,0,0,0.067342,0,0.004874,0
"ATP2B1-AS1",0,0,0,0,0,0,0,0
"ATP2B3",0,0,0.00306,0,0,0,0,0
"ATP2B4",0.006353,0,0,0,0,0,0.013581,0
"ATP2C1",0.038701,0,0,0,0,0,0.020905,0
"ATP2C2",0,0,0,0,0,0,0,0
"ATP2C2-AS1",0,0,0,0,0,0,0,0
"ATP4B",0,0,0,0,0,0,0,0
"ATP5F1A",0,0,0,0,0,0,0,0.053997
"ATP5F1AP2",0,0,0,0,0,0,0,0
"ATP5F1AP3",0,0,0,0,0,0,0,0
"ATP5F1B",0.069589,0,0,0,0.015255,0,0.025601,0.015186
"ATP5F1C",0.112274,0,0,0,0.020675,0,0.010571,0.063092
"ATP5F1CP1",0,0,0,0,0,0,0,0
"ATP5F1D",0.095221,0,0,0.030644,0,0,0.127083,0.076622
"ATP5F1E",0.100411,0,0,0.006168,0,0,0.089253,0.067392
"ATP5F1EP2",0,0,0,0,0,0,0.034666,0
"ATP5IF1",0.102109,0,0,0,0.06379,0,0.075812,0.072799
"ATP5MC1",0.147355,0,0,0,0.035883,0,0.026175,0.097598
"ATP5MC1P4",0,0,0,0,0,0,0,0
"ATP5MC1P5",0,0,0,0,0,0,0.022692,0
"ATP5MC1P6",0,0,0,0,0,0,0,0
"ATP5MC1P8",0,0,0,0,0,0,0.011355,0.005751
"ATP5MC2",0.114794,0,0,0,0.03911,0,0.055989,0
"ATP5MC2P1",0,0.007169,0,0,0,0,0.004117,0
"ATP5MC2P3",0,0,0,0,0,0,0,0
"ATP5MC2P4",0,0,0.016384,0,0.015763,0,0.012676,0.040901
"ATP5MC3",0.077784,0,0,0,0.007043,0,0.047065,0.014913
"ATP5MD",0.125091,0,0,0.020424,0.059603,0,0.071695,0.112721
"ATP5MDP1",0,0,0,0,0,0,0.014247,0
"ATP5ME",0.150067,0,0,0.018095,0,0,0.049298,0.108227
"ATP5MF",0.04356,0,0,0,0.007156,0,0.045941,0.033932
"ATP5MF-PTCD1",0,0,0,0,0,0,0,0
"ATP5MFP1",0,0,0,0,0,0,0,0
"ATP5MFP4",0,0,0,0,0,0,0,0
"ATP5MFP5",0,0,0,0,0,0,0.030532,0.018757
"ATP5MFP6",0,0,0,0.008945,0,0,0,0
"ATP5MG",0.073599,0,0,0,0.002938,0,0.036267,0
"ATP5MGL",0,0,0,0,0,0,0,0
"ATP5MGP2",0,0,0,0,0,0,0,0
"ATP5MGP3",0,0,0,0,0,0,0,0
"ATP5MPL",0.12284,0,0,0.006791,0.064064,0,0.043385,0.02709
"ATP5PB",0.018499,0,0,0,0,0,0.008156,0
"ATP5PBP1",0,0,0.007965,0,0,0,0,0
"ATP5PBP6",0,0,0,0,0,0,0,0
"ATP5PBP7",0,0,0,0,0,0,0,0
"ATP5PD",0.039607,0,0,0,0,0,0.032027,0
"ATP5PDP1",0,0,0,0,0,0,0.01888,0
"ATP5PDP2",0,0,0.000788,0,0,0,0.031744,0
"ATP5PDP3",0,0,0,0,0,0,0.013844,0
"ATP5PDP4",0,0,0,0,0,0,0,0
"ATP5PF",0.091119,0,0,0,0.004605,0,0.040173,0
"ATP5PO",0.05059,0,0,0,0,0,0,0
"ATP6AP1",0,0,0,0,0,0,0,0
"ATP6AP1L",0,0,0,0,0.008828,0,0,0
"ATP6AP2",6e-05,0,0,0,0.007663,0,0,0
"ATP6V0A1",0,0,0,0,0.065301,0,0,0
"ATP6V0A2",0,0,0,0,0.052324,0,0,0
"ATP6V0A4",0,0,0,0,0,0,0,0
"ATP6V0B",0.09714,0,0,0,0,0,0.017843,0.005243
"ATP6V0C",0,0,0,0,0,0,0,0
"ATP6V0CP1",0,0.005434,0,0,0,0,0,0
"ATP6V0CP4",0,0,0,0,0,0,0,0
"ATP6V0D1",0,0,0,0,0,0,0,0
"ATP6V0E1",0.04721,0,0,0,0.053261,0,0.059006,0
"ATP6V0E1P2",0,0,0,0,0,0,0,0
"ATP6V0E2",0.012384,0,0,0,0.005227,0,0.000137,0
"ATP6V0E2-AS1",0,0,0,0,0,0,0,0
"ATP6V1A",0.021345,0,0,0,0,0,0.018239,0
"ATP6V1B1",0,0,0,0,0,0,0,0
"ATP6V1B2",0,0,0,0,0,0,0,0
"ATP6V1C1",0,0,0,0,0,0,0,0
"ATP6V1C2",0,0,0,0,0,0,0,0
"ATP6V1D",0,0,0,0,0,0,0,0
"ATP6V1E1",0.017331,0,0,0,0,0,0.034461,0
"ATP6V1E1P1",0,0,0,0,0.00181,0,0,0
"ATP6V1E2",0,0,0,0,0,0,0,0
"ATP6V1F",0.017915,0,0,0,0.001122,0,0,0.028336
"ATP6V1FNB",0,0,0,0,0,0,0,0
"ATP6V1G1",0,0,0,0,0,0,0,0
"ATP6V1H",0,0,0,0,0,0,0,0
"ATP7A",0,0,0,0,0,0,0,0
"ATP7B",0,0,0,0,0,0,0,0
"ATP8A1",0,0,0,0,0,0,0.002233,0
"ATP8A2",0,0,0,0,0.002148,0,0,0
"ATP8A2P2",0,0,0,0,0,0,0,0
"ATP8B1",0,0,0,0,0.012822,0,0,0
"ATP8B2",0,0,0,0,0,0,0,0
"ATP8B3",0,0,0,0,0,0,0,0
"ATP8B4",0.149188,0.063361,0,0,0.118162,0,0.022404,0
"ATP8B5P",0,0,0,0,0,0,0,0
"ATP9A",0.054963,0,0,0,0.041448,0,0.02807,0
"ATP9B",0,0,0,0,0.008085,0,0,0
"ATPAF1",0,0,0,0,0,0,0,0
"ATPAF2",0,0,0,0,0,0,0,0
"ATPSCKMT",0.012685,0,0,0,0,0,0,0
"ATR",0,0,0,0,0,0,0,0
"ATRAID",0,0,0,0,0,0,0,0
"ATRIP",0,0,0,0,0,0,0.004288,0
"ATRN",0,0,0,0,0.027842,0,0,0
"ATRX",0.032333,0,0.01207,0,0.001606,0,0.054076,0
"ATXN1",0,0,0,0,0,0,0,0
"ATXN1-AS1",0,0,0,0,0,0,0,0
"ATXN10",0,0,0,0,0,0,0,0
"ATXN1L",0,0,0,0,0,0,0,0
"ATXN2",0.000976,0,0.036641,0.008824,0,0,0.001844,0
"ATXN2-AS",0,0,0,0,0,0,0,0
"ATXN2L",0,0,0.001616,0,0,0,0,0
"ATXN3",0,0,0,0,0,0,0,0
"ATXN7",0,0,0,0,0,0,0,0
"ATXN7L1",0,0,0,0,0,0,0,0
"ATXN7L2",0,0,0,0,0,0,0,0
"ATXN7L3",0.05169,0,0,0,0,0,0,0.012046
"ATXN7L3B",0,0,0,0,0,0,0,0
"AUH",0,0,0,0,0,0,0,0
"AUNIP",0,0,0,0,0,0,0,0
"AUP1",0.019506,0,0,0,0,0,0,0
"AURKA",0,0,0,0,0,0,0,0
"AURKAIP1",0.132099,0,0,0.020749,0.03234,0,0.06577,0.081351
"AURKAP1",0,0,0,0,0,0,0,0
"AURKAP2",0,0,0,0,0,0,0,0
"AURKB",0.02149,0,0,0,0.01667,0,0.002416,0
"AURKC",0,0,0,0,0,0,0,0
"AUTS2",0,0,0,0,0,0,0,0
"AUXG01000058.1",0,0,0,0,0,0,0.000197,0
"AVEN",0,0,0,0,0.010656,0,0,0
"AVIL",0,0,0,0,0,0,0,0
"AVL9",0,0,0,0,0.009573,0,0,0
"AVP",0,0.012987,0,0,0,0,0,0
"AVPI1",0,0,0,0,0,0,0,0
"AVPR1B",0,0,0,0.003121,0.066208,0,0,0
"AVPR2",0,0,0,0,0,0,0,0
"AXDND1",0,0,0,0,0,0,0,0
"AXIN1",0,0,0,0,0,0,0,0
"AXIN2",0,0,0,0,0,0,0,0
"AZGP1",0,0,0,0,0,0,0,0
"AZGP1P1",0,0,0,0,0,0,0,0
"AZGP1P2",0,0,0,0,0,0,0,0
"AZI2",0,0,0,0,0.013691,0,0,0
"AZIN1",0,0,0,0,0,0,0,0
"AZIN1-AS1",0,0,0,0,0,0,0,0
"AZIN2",0,0,0,0,0,0,0,0
"AZU1",0.031062,0,0,0,0.128903,0,0,0
"B2M",0.065238,0,0,0,0.060403,0,0.019951,0
"B3GALNT1",0,0,0,0,0,0,0,0
"B3GALNT1P1",0,0.017774,0,0,0,0.022653,0,0
"B3GALNT2",0,0,0,0,0,0,0,0
"B3GALT1",0,0,0,0,0,0,0,0
"B3GALT1-AS1",0,0,0,0,0,0,0,0
"B3GALT2",0,0,0,0,0,0.006292,0,0
"B3GALT5-AS1",0,0,0,0,0.010375,0,0,0
"B3GALT6",0,0,0,0,0,0,0,0
"B3GAT2",0,0,0,0,0,0,0,0
"B3GAT3",0.034581,0,0,0,0,0,0.034313,0.015427
"B3GAT3P1",0,0.000289,0,0,0,0,0.042885,0
"B3GLCT",0,0,0,0,0,0,0,0
"B3GNT10",0,0,0,0,0,0,0,0
"B3GNT2",0,0,0,0,0,0,0,0
"B3GNT3",0,0,0,0,0,0,0,0
"B3GNT4",0,0,0,0,0,0,0,0
"B3GNT5",0.007622,0,0.032079,0,0,0,0.002299,0
"B3GNT6",0,0,0,0,0,0,0,0
"B3GNT7",0,0,0,0,0.00514,0,0,0
"B3GNT8",0,0,0,0,0,0,0,0
"B3GNT9",0,0,0,0,0,0,0,0
"B3GNTL1",0,0,0,0,0,0,0,0
"B4GALNT3",0,0,0,0,0,0,0,0
"B4GALNT4",0,0,0,0.015447,0,0,0,0
"B4GALT1",0.020776,0,0,0,0,0,0,0.047052
"B4GALT1-AS1",0,0,0,0,0,0,0.000981,0
"B4GALT2",0,0,0,0,0,0,0,0
"B4GALT3",0,0,0,0,0,0,0,0
"B4GALT4",0,0,0,0,0,0,0,0
"B4GALT4-AS1",0,0,0,0,0,0,0,0
"B4GALT5",0.078055,0,0,0,0.054413,0,0,0
"B4GALT6",0,0,0.001728,0,0.006987,0,0.004485,0
"B4GALT7",0,0,0,0,0,0,0,0
"B4GAT1",0,0,0,0,0,0,0,0
"B9D1",0,0,0,0,0.141863,0,0,0.015297
"B9D2",0,0,0,0,0,0,0,0
"BAALC",0.072934,0,0,0,0.096036,0,0,0
"BAALC-AS1",0,0,0,0,0.000591,0,0,0
"BAALC-AS2",0,0,0,0,0,0,0,0
"BABAM1",0.027328,0,0,0.005788,0,0,0,0
"BABAM2",0,0,0,0.023819,0.008271,0,0.011323,0
"BACE1",0,0,0,0,0,0,0,0
"BACE1-AS",0,0,0,0,0,0,0,0
"BACE2",0,0,0,0,0,0,0,0
"BACH1",0,0,0,0,0,0,0,0
"BACH1-AS1",0,0,0,0,0,0,0,0
"BACH1-IT1",0,0,0,0,0,0,0,0
"BACH1-IT2",0,0,0,0,0,0,0.012475,0
"BACH1-IT3",0,0,0,0,0,0,0,0
"BACH2",0,0,0,0,0.001803,0,0,0
"BAD",0,0,0,0,0,0,0,0
"BAG1",0,0,0,0,0,0,0,0
"BAG2",0,0,0,0,0,0,0,0.008979
"BAG3",0,0,0,0,0,0,0,0
"BAG4",0,0,0,0,0,0,0,0
"BAG5",0,0,0,0,0,0,0.00073,0
"BAG6",0.002052,0,0,0,0.01335,0,0,0.013826
"BAGE2",0,0,0,0,0,0,0,0
"BAHCC1",0.100124,0,0,0,0.071328,0,0,0
"BAHD1",0,0,0,0,0.001299,0,0,0.036189
"BAIAP2",0,0,0,0,0,0,0,0
"BAIAP2-DT",0,0,0,0.021088,0,0,0,0
"BAIAP2L1",0,0,0,0,0,0,0,0
"BAIAP2L2",0,0,0,0,0,0,0,0
"BAIAP3",0,0,0,0,0,0,0,0
"BAK1",0,0,0,0,0,0,0,0.009574
"BAK1P1",0,0,0,0,0,0,0,0
"BAMBI",0,0,0,0,0.009128,0,0,0
"BANF1",0.07607,0,0,0,0.035468,0,0.019951,0.041735
"BANF1P1",0,0,0,0.004396,0,0,0,0
"BANF1P2",0,0,0,0,0.009904,0,0,0
"BANF1P3",0,0,0,0,0,0,0.013016,0.01715
"BANF1P4",0,0,0,0,0,0,0,0
"BANF2",0,0,0,0,0,0,0,0
"BANK1",0,0,0,0,0,0,0,0
"BANP",0,0,0,0,0,0,0,0
"BAP1",0,0,0,0,0,0,0,0
"BARD1",0,0,0,0,0,0,0,0.004588
"BARX1",0,0,0,0,0,0,0,0
"BARX2",0,0,0,0,0,0,0,0
"BASP1",0,0,0,0,0,0,0,0
"BASP1-AS1",0,0,0,0,0,0,0,0
"BATF",0,0,0,0,0,0,0.002594,0
"BATF3",0,0,0,0,0,0,0,0
"BAX",0,0,0,0,0,0,0,0.025229
"BAZ1A",0.043807,0.03735,0.017194,0,0.029971,0,0.039274,0
"BAZ1B",0,0,0,0,0,0,0.012629,0
"BAZ2A",0,0,0,0,0,0,0,0
"BAZ2B",0,0,0,0,0.016161,0,0,0
"BBC3",0,0,0,0,0.034102,0.003954,0,0
"BBIP1",0,0,0,0,0,0,0,0
"BBOF1",0,0,0,0,0,0,0,0
"BBS1",0,0,0,0,0,0,0,0
"BBS10",0,0,0,0,0,0,0,0
"BBS12",0,0,0,0,0,0,0,0
"BBS2",0,0,0,0,0,0,0,0
"BBS4",0,0,0,0,0,0,0,0
"BBS5",0,0,0,0,0,0,0,0
"BBS7",0.015071,0,0,0.017852,0,0,0.024952,0.023643
"BBS9",0,0,0,0,0,0,0,0
"BBX",0.039753,0,0.089689,0.010328,0.006304,0,0.03043,0
"BCAM",0,0,0,0,0,0,0,0
"BCAN",0,0,0,0,0,0,0,0
"BCAP29",0,0,0,0,0,0,0,0
"BCAP31",0,0,0,0,0,0,0,0.047059
"BCAP31P1",0,0,0,0,0,0,0,0
"BCAP31P2",0,0,0,0,0,0,0.004117,0
"BCAR1",0,0,0,0,0,0,0,0
"BCAR3",0,0,0,0,0,0,0,0
"BCAR3-AS1",0,0,0,0,0,0,0,0
"BCAS1",0,0,0,0,0,0,0,0.002078
"BCAS2",0,0,0,0,0,0,0,0.000756
"BCAS2P2",0,0,0,0,0,0,0,0
"BCAS3",0,0,0,0,0,0,0,0
"BCAS4",0,0,0.009173,0,0,0,0.018394,0
"BCAT1",0.028908,0,0,0,0,0,0,0.02866
"BCAT2",0.008559,0,0,0,0,0,0.070389,0.002738
"BCCIP",0.00666,0,0,0,0,0,0,0.034628
"BCDIN3D",0,0,0,0,0,0,0,0
"BCDIN3D-AS1",0,0,0,0,0,0,0.002188,0
"BCKDHA",0,0,0,0,0.006008,0,0.003407,0
"BCKDHB",0,0,0,0,0,0,0,0
"BCKDK",0,0,0,0,0,0,0,0.002245
"BCL10",0,0,0,0,0,0,0,0
"BCL11A",0,0,0,0,0,0,0,0
"BCL11B",0,0,0,0,0,0,0,0
"BCL2",0.037558,0,0,0,0.002919,0,0,0
"BCL2A1",0,0,0,0,0,0.001219,0,0.003608
"BCL2L1",0,0,0.007777,0,0.075878,0,0,0
"BCL2L10",0,0,0,0,0,0,0,0
"BCL2L11",0,0.024323,0,0.021461,0,0,0,0
"BCL2L12",0,0,0,0,0,0,0.017379,0
"BCL2L12P1",0,0,0,0,0,0,0,0
"BCL2L13",0.013392,0,0,0,0,0,0,0
"BCL2L14",0,0,0,0,0.008025,0,0,0
"BCL2L15",0,0,0,0,0,0,0,0
"BCL2L2",0,0,0,0,0,0,0,0
"BCL3",0,0,0,0,0.0241,0,0,0
"BCL6",0,0,0,0,0,0,0,0
"BCL6B",0,0,0,0,0,0,0,0
"BCL7A",0,0,0,0,0,0,0,0
"BCL7B",0,0,0,0,0,0,0,0
"BCL7C",0.013216,0,0,0.026596,0.00875,0,0.046854,0
"BCL9",0,0,0,0,0,0,0,0
"BCL9L",0.035905,0,0,0,0.000872,0,0,0
"BCLAF1",0.03188,0,0.00106,0,0,0,0.060021,0
"BCLAF1P1",0,0,0,0,0,0,0.003237,0
"BCLAF1P2",0,0,0.030656,0,0,0,0.057996,0
"BCLAF3",0.032401,0,0,0,0,0,0,0
"BCO2",0,0,0,0,0,0,0,0
"BCOR",0,0,0,0,0,0,0,0
"BCORL1",0,0,0,0,0,0,0,0
"BCORP1",0,0,0,0,0,0,0.050878,0
"BCR",0.005109,0,0,0,0,0,0,0
"BCRP1",0,0,0,0,0,0,0,0
"BCRP2",0,0,0,0,0,0,0,0
"BCRP3",0,0,0,0.026998,0,0,0,0.001659
"BCRP8",0,0,0,0,0,0,0,0
"BCS1L",0.024022,0,0,0,0,0,0.015345,0.020039
"BCYRN1",0,0,0,0,0,0,0,0
"BDH1",0,0,0,0,0,0,0,0.001177
"BDH2",0,0,0,0,0,0,0,0
"BDH2P1",0,0,0,0,0,0,0,0
"BDNF",0,0,0,0,0,0,0,0
"BDNF-AS",0,0,0,0,0,0,0.007874,0
"BDP1",0,0,0.042255,0,0,0,0.044734,0
"BEAN1",0,0,0,0,0,0,0,0
"BECN1",0,0,0,0,0,0,0,0
"BEGAIN",0,0,0,0,0,0,0,0
"BEND3",0,0,0,0,0,0,0,0
"BEND3P1",0,0,0,0,0,0,0,0
"BEND3P2",0,0,0,0,0,0,0,0
"BEND3P3",0,0,0,0,0,0,0.009097,0
"BEND4",0,0,0,0,0,0,0,0
"BEND5",0,0,0,0,0,0,0,0
"BEND6",0,0,0,0,0,0,0,0
"BEND7",0,0,0,0,0,0.00401,0,0
"BEST1",0,0,0,0,0,0,0,0
"BEST3",0,0,0,0,0,0,0,0
"BEST4",0,0,0,0,0,0,0.004117,0
"BET1",0,0,0,0,0,0,0.008137,0
"BET1-AS1",0,0,0,0,0,0,0.000471,0
"BET1L",0,0,0,0,0,0,0,0
"BEX1",0,0,0,0,0,0,0,0
"BEX2",0,0,0,0,0,0,0,0
"BEX3",0,0,0,0,0,0,0,0.029509
"BEX4",0,0,0,0,0.040043,0,0,0
"BEX5",0,0,0,0,0,0,0,0
"BFAR",0,0,0,0,0,0,0,0
"BFSP1",0,0,0,0,0,0,0,0
"BGLAP",0,0,0,0,0,0,0.006967,0
"BHLHB9",0,0,0,0,0,0,0,0
"BHLHE40",0.018228,0,0.003756,0,0,0,0,0
"BHLHE40-AS1",0,0,0,0,0,0,0,0
"BHLHE41",0,0,0,0,0,0,0,0
"BHMT",0,0,0,0,0,0,0,0
"BHMT2",0,0.000886,0,0,0,0,0,0
"BICC1",0,0,0,0,0,0,0,0
"BICD1",0,0,0,0,0,0,0,0
"BICD2",0,0,6.2e-05,0,0,0,0,0
"BICDL1",0,0,0,0,0,0,0,0
"BICDL2",0,0,0,0,0,0,0,0
"BICRA",0,0,0,0,0,0,0,0
"BICRA-AS1",0,0,0,0,6e-04,0,0,0
"BICRAL",0,0,0,0,0,0,0,0
"BID",0.004044,0,0,0,0,0,0,0
"BIK",0,0,0.012435,0.004611,0,0.000194,0.014817,0
"BIN1",0.032059,0,0,0,0.03133,0,0.003275,0
"BIN2",0,0,0,0,0,0,0,0
"BIN2P1",0,0,0,0,0,0,0,0
"BIN2P2",0,0,0,0,0,0,0,0
"BIN3",0.005603,0,0,0,0,0,0,0.00555
"BIRC2",0,0,0,0,0,0,0,0
"BIRC3",0,0,0,0,0,0,0,0
"BIRC5",0,0,0,0,0,0,0,0
"BIRC6",0,0,0,0,0,0,0.002505,0
"BIRC6-AS1",0,0,0,0,0,0,0,0
"BIRC6-AS2",0,0,0,0,0,0,0,0
"BISPR",0,0,0,0,0,0,0,0
"BIVM",0,0,0,0,0.004049,0,0,0
"BLACAT1",0,0,0,0,0,0,0,0
"BLCAP",0,0,0,0,0.000333,0,0,0
"BLK",0,0,0,0,0,0.004862,0,0
"BLM",0,0,0,0,0,0,0.005061,0
"BLMH",0,0,0,0,0,0,0,0
"BLNK",0,0.029602,0,0,0,0,0,0
"BLOC1S1",0,0,0,0,0.007911,0,0.025832,0.018749
"BLOC1S2",0,0,0,0,0,0,0,0
"BLOC1S3",0,0,0,0,0,0,0.027858,0
"BLOC1S4",0,0,0,0,0,0,0.023919,0
"BLOC1S5",0,0,0,0,0,0,0,0
"BLOC1S6",0,0,0.029763,0,0.019017,0,0.031562,0
"BLVRA",0,0,0,0,0.042712,0,0,0
"BLVRB",0.085514,0,0,0,0.009375,0,0.128624,0.027633
"BLZF1",0,0,0,0,0,0,0,0
"BMERB1",0,0,0,0,0,0,0,0
"BMF",0.012967,0,0,0,0,0,0,0
"BMI1",0,0,0,0,0,0,0,0
"BMP1",0,0,0,0,0,0,0,0.037947
"BMP2",0,0,0,0,0,0,0,0
"BMP2K",0,0,0,0,0.02853,0,0,0
"BMP2KL",0,0,0,0,0,0,0,0
"BMP6",0,0,0,0,0,0,0,0
"BMP7",0,0,0,0,0,0,0,0
"BMP7-AS1",0,0,0,0,0,0,0,0
"BMP8A",0,0,0,0,0,0,0,0
"BMP8B",0,0,0,0,0,0,0,0
"BMPER",0,0,0,0,0,0,0,0
"BMPR1A",0,0,0,0,0,0,0,0
"BMPR1AP1",0,0,0,0,0,0,0,0
"BMPR2",0,0,0.007357,0,0.005886,0,0,0
"BMS1",0,0,0,0,0,0,0,0
"BMS1P1",0,0,0,0,0,0,0,0
"BMS1P10",0,0,0,0,0,0,0,0
"BMS1P11",0,0,0,0,0,0,0,0
"BMS1P2",0,0,0,0,0,0,0,0
"BMS1P4",0,0,0,0,0,0,0.002615,0
"BMS1P8",0,0,0,0,0,0,0,0
"BMT2",0,0,0,0,0,0,0,0
"BNC2",0,0,0,0,0,0,0,0
"BNIP1",0,0,0,0,0,0,0,0
"BNIP2",0,0,0,0,0.014334,0,0,0
"BNIP3",0,0,0,0,0,0,0.002737,0
"BNIP3L",0,0,0,0,0.015619,0,0,0
"BNIP3P1",0,0,0,0,0,0,0,0
"BNIP3P10",0,0,0,0,0,0,0,0
"BNIP3P11",0,0,0,0,0,0,0,0
"BNIP3P15",0,0,0,0,0,0,0,0
"BNIP3P16",0,0,0,0,0,0,0,0
"BNIP3P17",0,0,0,0,0,0,0,0
"BNIP3P22",0,0,0,0,0,0,0,0
"BNIP3P26",0,0,0,0,0,0,0,0
"BNIP3P27",0,0,0,0,0,0,0,0
"BNIP3P29",0,0,0,0,0,0,0,0
"BNIP3P37",0,0,0,0,0.033008,0,0,0
"BNIP3P40",0,0,0,0,0,0,0,0
"BNIP3P42",0,0,0,0,0,0,0,0
"BNIP3P5",0,0,0,0,0,0,0,0
"BNIP3P8",0,0,0,0,0,0,0,0
"BNIPL",0,0,0,0,0,0,0,0
"BOC",0,0,0,0,0,0,0,0
"BOD1",0,0,0,0,0,0,0,0
"BOD1L1",0.103394,0.020686,0.146775,0,0.038834,0,0.099221,0
"BOD1P1",0,0,0,0,0,0,0,0
"BOK",0,0,0,0.002807,0,0.009218,0,0
"BOK-AS1",0,0,0,0,0,0,0,0
"BOLA1",0,0,0,0,0.036808,0,0,0.00252
"BOLA2",0,0,0,0,0,0,0,0
"BOLA2-SMG1P6",0,0,0,0,0,0,0,0
"BOLA2B",0,0,0,0,0,0,0.017892,0.004775
"BOLA2P1",0,0,0,0,0,0,0,0
"BOLA2P2",0,0,0,0.002529,0,0,0,0
"BOLA2P3",0,0,0,0,0,0.003148,0.018896,0
"BOLA3",0.064515,0,0,0,0,0,0.025917,0
"BOLA3-AS1",0,0,0,0,0,0,0,0
"BOLA3P3",0,0,0,0,0,0,0,0
